super,line,rfiaa_fwhm_um,map_fwhm_um,miaa_fwhm_um
2,1.5,3.801912635605391,3.5886409218917876,3.5087530405245975
3,1.5,1.8578888998949126,1.6518586544935547,2.1955168797209073
4,1.5,1.2786452451048969,1.0888776493341332,1.3347282502200166
6,1.5,1.3958279002807572,1.0737595830185684,1.1442408056512463
8,1.5,1.3115173271328024,0.9710895496193245,0.9931687272956601
