line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
38,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0000000000000002,2.7609941443413303e-32,2.2903694364127494e-17,1.715612756117486e-16
38,whole_forward_vs_reverse,input_128,interior,after,0.9999921042181376,1.5791501381444986e-05,0.0054175106077131935,0.0028312693317546368
38,whole_forward_vs_reverse,embedded_200,interior,after,0.9946854330008343,0.01064441675145276,0.27219369892911494,0.0684500981114098
38,whole_forward_vs_reverse,heldout_72,interior,after,0.9791857217241587,0.041915348405061545,0.45359865430415797,0.13581970956159214
38,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9288716952370225,0.144223091193628,0.7724596974409657,0.19015863933753824
38,whole_forward_vs_reverse,full_K,interior,after,0.9793762367146657,0.04109594104565168,0.6826733044158967,0.10890661784098957
38,whole_forward_vs_independent,input_128,interior,after,0.999975650064691,4.8699277698468424e-05,0.009384190747812804,0.00474247880588392
38,whole_forward_vs_independent,embedded_200,interior,after,0.9938607434074456,0.012809028386331531,0.2895072666660444,0.07166779159817922
38,whole_forward_vs_independent,heldout_72,interior,after,0.9786613833213006,0.05035173687828271,0.4823498531765833,0.14206247309009526
38,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9495957644864349,0.10933430269649311,0.7626409863146529,0.2158872669288874
38,whole_forward_vs_independent,full_K,interior,after,0.9833676434692793,0.03481360170564912,0.6761431578211459,0.12079031079467026
38,whole_reverse_vs_independent,input_128,interior,after,0.9999734174994768,5.316429441741686e-05,0.008232494979176197,0.005264273100111748
38,whole_reverse_vs_independent,embedded_200,interior,after,0.9936002269652932,0.013997980625158574,0.17424882060105343,0.08406016978716427
38,whole_reverse_vs_independent,heldout_72,interior,after,0.9799529601275722,0.05856802561570693,0.2902071871849371,0.1719361933807364
38,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9115179902203122,0.18744965409097547,1.063329062727277,0.22669971318774074
38,whole_reverse_vs_independent,full_K,interior,after,0.9739394624163672,0.054921201525860046,0.9249822617761739,0.13237935761808076
38,author_L4_forward_vs_reverse,input_128,interior,after,0.9999921902964318,1.5619346145115698e-05,0.005832396417990783,0.0027717503674919933
38,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9943777047731294,0.011295477535384206,0.2717857078300366,0.07090597687508077
38,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9785229698747401,0.043837673064591264,0.4529094225056024,0.13967891168408733
38,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9348480320444276,0.13072581443925796,0.6815296806020741,0.1834343986659111
38,author_L4_forward_vs_reverse,full_K,interior,after,0.9804650767111753,0.038849303000714104,0.6056640132130539,0.10784577199012026
38,author_L4_forward_vs_independent,input_128,interior,after,0.9999758614677258,4.827648187927757e-05,0.00988012493504474,0.004643392162562355
38,author_L4_forward_vs_independent,embedded_200,interior,after,0.9942539063612222,0.011882575823923321,0.2892413347758141,0.06816360334102647
38,author_L4_forward_vs_independent,heldout_72,interior,after,0.9797682866800401,0.04602432447705445,0.4818888615153049,0.13412121983034775
38,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9493720319441246,0.10746681086353851,0.788028993884251,0.20537344055795176
38,author_L4_forward_vs_independent,full_K,interior,after,0.9836061748181427,0.03393485665805033,0.6976083491740852,0.11534857975642061
38,author_L4_reverse_vs_independent,input_128,interior,after,0.9999734174994768,5.316429441741686e-05,0.008232494979176197,0.005264273100111748
38,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9936002269652932,0.013997980625158574,0.17424882060105343,0.08406016978716427
38,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9799529601275722,0.05856802561570693,0.2902071871849371,0.1719361933807364
38,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9115179902203122,0.18744965409097547,1.063329062727277,0.22669971318774074
38,author_L4_reverse_vs_independent,full_K,interior,after,0.9739394624163672,0.054921201525860046,0.9249822617761739,0.13237935761808076
39,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,2.632264615606769e-32,2.1753123930567267e-17,1.7177143346633458e-16
39,wrapper_individual_vs_direct_independent,embedded_200,interior,after,0.9999999999999999,2.6514283056938454e-32,2.1366571076293424e-17,1.7271089896569662e-16
39,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,2.739010168288254e-32,2.0661517038902096e-17,1.7694096338499327e-16
39,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,2.6899663606732964e-32,2.343605904950051e-17,1.823928264757143e-16
39,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0000000000000002,2.6599652853866553e-32,2.2936199286680667e-17,1.7490186576116444e-16
39,whole_forward_vs_reverse,input_128,interior,after,0.9999873494449258,2.5300950111582978e-05,0.006208494422752879,0.0035405867958610195
39,whole_forward_vs_reverse,embedded_200,interior,after,0.9873869300509283,0.025181459573933414,0.2709270558596512,0.11804512145414706
39,whole_forward_vs_reverse,heldout_72,interior,after,0.9177501021729549,0.1626424749041708,0.4514692081873122,0.3000156394334203
39,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.8593133386466418,0.3031340933578441,0.8794738370947778,0.3375059110320238
39,whole_forward_vs_reverse,full_K,interior,after,0.9679777935321459,0.06441952581261326,0.7735994053771328,0.16747543775539464
39,whole_forward_vs_independent,input_128,interior,after,0.999957962159482,8.407391385570613e-05,0.012320355786957674,0.006202091762356357
39,whole_forward_vs_independent,embedded_200,interior,after,0.9865237210331991,0.027587412531413016,0.40287444670571876,0.10687005329153507
39,whole_forward_vs_independent,heldout_72,interior,after,0.9227809560296029,0.1778741438195775,0.6712564368856279,0.2713301049240623
39,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.8663231026180169,0.47048535477132275,0.6923006142840062,0.5184290916916537
39,whole_forward_vs_independent,full_K,interior,after,0.9598063304643039,0.09011050705296071,0.6324848301387307,0.2185188492453352
39,whole_reverse_vs_independent,input_128,interior,after,0.9999442430727568,0.00011151074565126778,0.014337274781744925,0.006993069364048442
39,whole_reverse_vs_independent,embedded_200,interior,after,0.9858567594843757,0.029112095093066982,0.4180001430417142,0.11018141480398463
39,whole_reverse_vs_independent,heldout_72,interior,after,0.9194322602705463,0.19255529751724904,0.6964045815154724,0.2833431602592185
39,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8105688400952953,0.5635911015766742,1.001850022503597,0.49023471387639245
39,whole_reverse_vs_independent,full_K,interior,after,0.9496707569797421,0.11062956306409287,0.892445309578445,0.21666324243058008
39,author_L4_forward_vs_reverse,input_128,interior,after,0.9999873940695481,2.521170199448446e-05,0.006185240516831539,0.0035323029993440903
39,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9871597602614975,0.025634260462841504,0.27462544935566147,0.1190150800095604
39,author_L4_forward_vs_reverse,heldout_72,interior,after,0.916378155569528,0.16533356295327253,0.4576347792534224,0.30226715620176176
39,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.8573806280996044,0.2993988251012187,0.8857641692810694,0.33093391867266997
39,author_L4_forward_vs_reverse,full_K,interior,after,0.9673103084368598,0.06554609480915892,0.7792871146407382,0.167528952413116
39,author_L4_forward_vs_independent,input_128,interior,after,0.9999576747924509,8.464862367478718e-05,0.012410311559566435,0.006217299752941822
39,author_L4_forward_vs_independent,embedded_200,interior,after,0.9863862346681613,0.02785758897970768,0.4064340342102262,0.10767658902400164
39,author_L4_forward_vs_independent,heldout_72,interior,after,0.9219312480138318,0.17936108417309227,0.6771879232681358,0.2731865365371349
39,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.8708439240180584,0.43554709534075314,0.6570840615749214,0.4931847531210561
39,author_L4_forward_vs_independent,full_K,interior,after,0.9608299473543456,0.08729419307091867,0.6042489172708099,0.2129890702678136
39,author_L4_reverse_vs_independent,input_128,interior,after,0.9999442430727568,0.00011151074565126778,0.014337274781744925,0.006993069364048442
39,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9858567594843757,0.029112095093066982,0.4180001430417142,0.11018141480398463
39,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9194322602705463,0.19255529751724904,0.6964045815154724,0.2833431602592185
39,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8105688400952953,0.5635911015766742,1.001850022503597,0.49023471387639245
39,author_L4_reverse_vs_independent,full_K,interior,after,0.9496707569797421,0.11062956306409287,0.892445309578445,0.21666324243058008
40,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,2.760886237143707e-32,2.1394770269590372e-17,1.8249629478061234e-16
40,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,2.7101216675367104e-32,2.1750746910014522e-17,1.82705972068814e-16
40,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,2.575465423237366e-32,2.2369611481181056e-17,1.8326099223235918e-16
40,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,2.688504404742397e-32,2.3151969948960795e-17,1.6868498059099098e-16
40,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,2.699427522470469e-32,2.280973546918211e-17,1.759094663355129e-16
40,whole_forward_vs_reverse,input_128,interior,after,0.9999895591695519,2.088155188521466e-05,0.005094338986598241,0.003318890598111936
40,whole_forward_vs_reverse,embedded_200,interior,after,0.995563530049997,0.00893499482420953,0.08980948582094782,0.06624742581520383
40,whole_forward_vs_reverse,heldout_72,interior,after,0.9820416942559397,0.03695963954379658,0.14952827935812368,0.13472779385289982
40,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9897594184252063,0.02810438994313621,0.08888067225589859,0.13470414648733894
40,whole_forward_vs_reverse,full_K,interior,after,0.9925706790660691,0.01653342329106641,0.08911378322880868,0.09920465146824332
40,whole_forward_vs_independent,input_128,interior,after,0.9999388936708006,0.00012220892441506794,0.014472797545898461,0.006934531366655459
40,whole_forward_vs_independent,embedded_200,interior,after,0.9896901600065651,0.02156898696851632,0.17129705038608894,0.10382209779557641
40,whole_forward_vs_independent,heldout_72,interior,after,0.9627994371710575,0.08899446348022096,0.28484217791485167,0.21098698118877326
40,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9704341798205108,0.136585903325253,0.16857688439376534,0.3214932143612983
40,whole_forward_vs_independent,full_K,interior,after,0.9762008548198194,0.06715977405351113,0.1692610242544788,0.2178892915622103
40,whole_reverse_vs_independent,input_128,interior,after,0.9999419792281459,0.00011603817729844982,0.016193053801538678,0.0066848520999813026
40,whole_reverse_vs_independent,embedded_200,interior,after,0.9902364316312101,0.020177234020574513,0.1722138424559083,0.09579996752519211
40,whole_reverse_vs_independent,heldout_72,interior,after,0.9643558425695501,0.08099467807759834,0.2862098586066986,0.19200270650503687
40,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9785270433934475,0.07553532396981681,0.15029777040399506,0.22729055523421582
40,whole_reverse_vs_independent,full_K,interior,after,0.9827103494927072,0.04397867148613056,0.15606558469011067,0.16566088720459105
40,author_L4_forward_vs_reverse,input_128,interior,after,0.9999895517955595,2.0896299716058678e-05,0.005092001006591282,0.003319000756379125
40,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9955540459524278,0.008954574276626642,0.08993762404072293,0.06631535943526526
40,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9820048033941666,0.03704382954772998,0.14974220434698304,0.13487185272674654
40,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9897470644754843,0.028238394410982286,0.08834826555991347,0.1352491122055087
40,author_L4_forward_vs_reverse,full_K,interior,after,0.9925515766647498,0.01659370270294046,0.08874827364578058,0.09950858164481108
40,author_L4_forward_vs_independent,input_128,interior,after,0.9999388557677598,0.0001222847258632371,0.014478766273998002,0.006936206397906486
40,author_L4_forward_vs_independent,embedded_200,interior,after,0.9896866655960871,0.02157752903125799,0.17154769213403118,0.10381518519629368
40,author_L4_forward_vs_independent,heldout_72,interior,after,0.9627907813181157,0.08903707209467723,0.28526033181166977,0.21098154196897867
40,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9704559620959826,0.136917088791869,0.16778785424357887,0.3221789350709466
40,author_L4_forward_vs_independent,full_K,interior,after,0.9761852824486966,0.06726835706776656,0.16873566811103227,0.2182369622482245
40,author_L4_reverse_vs_independent,input_128,interior,after,0.9999419792281459,0.00011603817729844982,0.016193053801538678,0.0066848520999813026
40,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9902364316312101,0.020177234020574513,0.1722138424559083,0.09579996752519211
40,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9643558425695501,0.08099467807759834,0.2862098586066986,0.19200270650503687
40,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9785270433934475,0.07553532396981681,0.15029777040399506,0.22729055523421582
40,author_L4_reverse_vs_independent,full_K,interior,after,0.9827103494927072,0.04397867148613056,0.15606558469011067,0.16566088720459105
41,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0000000000000002,0.0,1.559823853436774e-17,0.0
41,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.6139850599556343e-17,0.0
41,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,0.0,1.7060313623531945e-17,0.0
41,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,0.9999999999999999,0.0,1.5498794199112168e-17,0.0
41,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.5661518462902137e-17,0.0
41,whole_forward_vs_reverse,input_128,interior,after,0.9999892000692385,2.1599744884458698e-05,0.005714464470120769,0.0030102364861565763
41,whole_forward_vs_reverse,embedded_200,interior,after,0.9899099389567241,0.020904364759712822,0.1492505272894679,0.09990409750494589
41,whole_forward_vs_reverse,heldout_72,interior,after,0.9584981201141155,0.09714384084650474,0.24863416135575592,0.2153742785181544
41,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.89005921063176,0.2626638590754345,0.8614899715404919,0.2985105481979755
41,whole_forward_vs_reverse,full_K,interior,after,0.966505734988437,0.07146949550697762,0.749795077519634,0.1628826624654297
41,whole_forward_vs_independent,input_128,interior,after,0.9999423310672167,0.00011533453986077089,0.051120843417599586,0.007244299322255561
41,whole_forward_vs_independent,embedded_200,interior,after,0.9847993304475144,0.03347885312729626,0.23638475077982274,0.1281139491696864
41,whole_forward_vs_independent,heldout_72,interior,after,0.9491289422645578,0.15528346931255058,0.3880335480804813,0.27594088740740136
41,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9105105262389845,0.30615677353238174,0.5497040256575484,0.44042686924320257
41,whole_forward_vs_independent,full_K,interior,after,0.9628402497601696,0.09051071752708367,0.4905102694831126,0.2314114141022661
41,whole_reverse_vs_independent,input_128,interior,after,0.9999297865365855,0.00014042199689830157,0.053654691305404,0.007851723910464613
41,whole_reverse_vs_independent,embedded_200,interior,after,0.9818106387454499,0.03777741722531849,0.2272473009732078,0.12939943267287266
41,whole_reverse_vs_independent,heldout_72,interior,after,0.9330107871979375,0.15553939446498444,0.37192773799414036,0.2625682797967994
41,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8624775444978434,0.3318008605341057,0.9037096944209115,0.31812178661237495
41,whole_reverse_vs_independent,full_K,interior,after,0.9496108555949371,0.10861986643550399,0.7908405293057855,0.1925966549991691
41,author_L4_forward_vs_reverse,input_128,interior,after,0.9999892172804572,2.156532281879243e-05,0.005665526871820169,0.00300829871832163
41,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9899616301490198,0.020796598990195383,0.14888005329612225,0.09964611151499138
41,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9587156165521915,0.09661879053910209,0.24801841007398354,0.21479116289800593
41,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.8908307297347884,0.26095062283345055,0.8576625127152969,0.2981759705495441
41,author_L4_forward_vs_reverse,full_K,interior,after,0.9667229656677631,0.07101339178549311,0.7464784369659995,0.16261662516648556
41,author_L4_forward_vs_independent,input_128,interior,after,0.999942331384402,0.00011533390552680496,0.051243906204505536,0.007244160881613978
41,author_L4_forward_vs_independent,embedded_200,interior,after,0.984829246737917,0.03341124390310169,0.23634240502406959,0.12797654476264805
41,author_L4_forward_vs_independent,heldout_72,interior,after,0.949229886068758,0.1549306072914584,0.38793302737349666,0.275610026804492
41,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9106441383118663,0.30585516418321806,0.5502805947909658,0.4404964974743973
41,author_L4_forward_vs_independent,full_K,interior,after,0.9628961669878846,0.0903799328890283,0.49098979913615787,0.231358946024578
41,author_L4_reverse_vs_independent,input_128,interior,after,0.9999297865365855,0.00014042199689830157,0.053654691305404,0.007851723910464613
41,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9818106387454499,0.03777741722531849,0.2272473009732078,0.12939943267287266
41,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9330107871979375,0.15553939446498444,0.37192773799414036,0.2625682797967994
41,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8624775444978434,0.3318008605341057,0.9037096944209115,0.31812178661237495
41,author_L4_reverse_vs_independent,full_K,interior,after,0.9496108555949371,0.10861986643550399,0.7908405293057855,0.1925966549991691
42,wrapper_individual_vs_direct_independent,input_128,edge,after,1.0,2.5707792801253343e-32,2.479559612115243e-17,1.6191174964135554e-16
42,wrapper_individual_vs_direct_independent,embedded_200,edge,after,1.0,2.5806353119338664e-32,2.5053982572842392e-17,1.613235641953412e-16
42,wrapper_individual_vs_direct_independent,heldout_72,edge,after,1.0,2.604572205288892e-32,2.550687418663253e-17,1.598860563612883e-16
42,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,0.9999999999999999,2.795818600077399e-32,2.2304725629997927e-17,1.831916711098531e-16
42,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,2.7108829659527286e-32,2.3022838655608635e-17,1.7488699757446055e-16
42,whole_forward_vs_reverse,input_128,edge,after,0.999991066928983,1.7866062234163523e-05,0.00615544999914964,0.003028428553187912
42,whole_forward_vs_reverse,embedded_200,edge,after,0.9951965423602138,0.0096110835064998,0.09859630035535637,0.07017559831806201
42,whole_forward_vs_reverse,heldout_72,edge,after,0.9819791677635067,0.03610180849335414,0.16412208466024394,0.13600781908464338
42,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9902365605454754,0.02061620284380138,0.13194346082436617,0.08876594505582486
42,whole_forward_vs_reverse,full_K,edge,after,0.9926313422391838,0.015077229008489167,0.12444723882703947,0.07995140345758835
42,whole_forward_vs_independent,input_128,edge,after,0.999935734416563,0.00012852703680879752,0.012814289782020137,0.007949115028331151
42,whole_forward_vs_independent,embedded_200,edge,after,0.9915084966180147,0.017612515630680527,0.12179713183301243,0.10610219080641958
42,whole_forward_vs_independent,heldout_72,edge,after,0.971161971644262,0.06589282786215309,0.20227490554161515,0.20535371081466428
42,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.9646221407638097,0.16253970281045527,0.19459297903387693,0.35218221298842306
42,whole_forward_vs_independent,full_K,edge,after,0.9708041144122291,0.08959656850992359,0.17918832536648754,0.25936815517598616
42,whole_reverse_vs_independent,input_128,edge,after,0.9999337594512607,0.00013247670966833953,0.013230878136787638,0.008012338790798147
42,whole_reverse_vs_independent,embedded_200,edge,after,0.9880336568785938,0.02467976668985785,0.14524367405283847,0.11892231640481069
42,whole_reverse_vs_independent,heldout_72,edge,after,0.9587106469728348,0.09233982494051636,0.2414291299576225,0.23010171278795044
42,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9650746888145653,0.14362689458331804,0.17676492286320192,0.32761116626144804
42,whole_reverse_vs_independent,full_K,edge,after,0.97058177178579,0.08518908498450573,0.16943526692875097,0.24808715439930598
42,author_L4_forward_vs_reverse,input_128,edge,after,0.9999910694684238,1.7860983398440267e-05,0.0061513721557068515,0.003028175841657513
42,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9951985255643446,0.009607224646154077,0.09859050053658748,0.0701566744974065
42,author_L4_forward_vs_reverse,heldout_72,edge,after,0.9819861163500574,0.03608943489079722,0.1641126780365664,0.13597511522892167
42,author_L4_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9902716010407105,0.020544325595693167,0.13146407513186137,0.08874285927741314
42,author_L4_forward_vs_reverse,full_K,edge,after,0.9926499966952631,0.01503964496112575,0.12406499903969886,0.07993041241114833
42,author_L4_forward_vs_independent,input_128,edge,after,0.9999357339783453,0.0001285279131880064,0.012812183084509205,0.007949480306973199
42,author_L4_forward_vs_independent,embedded_200,edge,after,0.9915098902033486,0.017610243971574763,0.12179358260640258,0.10609690472229909
42,author_L4_forward_vs_independent,heldout_72,edge,after,0.9711679162442376,0.06588815858372286,0.20226920634977466,0.20534944418570716
42,author_L4_forward_vs_independent,extrapolated_outside_200,edge,after,0.9646662941668439,0.1624264996501862,0.19424063393453267,0.3521588825625059
42,author_L4_forward_vs_independent,full_K,edge,after,0.9708295240227113,0.08953997863492477,0.17890077443793387,0.25935250365390794
42,author_L4_reverse_vs_independent,input_128,edge,after,0.9999337594512607,0.00013247670966833953,0.013230878136787638,0.008012338790798147
42,author_L4_reverse_vs_independent,embedded_200,edge,after,0.9880336568785938,0.02467976668985785,0.14524367405283847,0.11892231640481069
42,author_L4_reverse_vs_independent,heldout_72,edge,after,0.9587106469728348,0.09233982494051636,0.2414291299576225,0.23010171278795044
42,author_L4_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9650746888145653,0.14362689458331804,0.17676492286320192,0.32761116626144804
42,author_L4_reverse_vs_independent,full_K,edge,after,0.97058177178579,0.08518908498450573,0.16943526692875097,0.24808715439930598
43,wrapper_individual_vs_direct_independent,input_128,edge,after,1.0,0.0,1.606089032684282e-17,0.0
43,wrapper_individual_vs_direct_independent,embedded_200,edge,after,0.9999999999999999,0.0,1.5920934764792662e-17,0.0
43,wrapper_individual_vs_direct_independent,heldout_72,edge,after,1.0,0.0,1.5669038562172423e-17,0.0
43,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,1.0,0.0,1.674690096382653e-17,0.0
43,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,0.0,1.654427574314924e-17,0.0
43,whole_forward_vs_reverse,input_128,edge,after,0.9999889228421862,2.2154192924162704e-05,0.006006800140182353,0.003340850193132383
43,whole_forward_vs_reverse,embedded_200,edge,after,0.9947219733140013,0.01055051718225888,0.11453600858940553,0.06674815638866143
43,whole_forward_vs_reverse,heldout_72,edge,after,0.98051905106735,0.03889674151424037,0.19072526058385775,0.12814295135301093
43,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9726496655067276,0.06237286041071469,0.20016725098984345,0.19659793254955082
43,whole_forward_vs_reverse,full_K,edge,after,0.9852164919913483,0.030524333985857785,0.18256456554468978,0.1327976496076023
43,whole_forward_vs_independent,input_128,edge,after,0.9999450790233604,0.00010983893696568959,0.02000818807703167,0.0067477418569056044
43,whole_forward_vs_independent,embedded_200,edge,after,0.9923633956797854,0.01629271185617653,0.11266590713296273,0.09729612741592883
43,whole_forward_vs_independent,heldout_72,edge,after,0.9763164970525847,0.05986295602125591,0.18587179700903783,0.18663157350485862
43,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.9598678706063628,0.13033653055150526,0.25625700608437896,0.2703306354356038
43,whole_forward_vs_independent,full_K,edge,after,0.9759945923357781,0.06024846916652038,0.22896318816137323,0.18434877180140857
43,whole_reverse_vs_independent,input_128,edge,after,0.9999345810339302,0.0001308336524986589,0.021356550054437193,0.007403474501618417
43,whole_reverse_vs_independent,embedded_200,edge,after,0.9926573446305714,0.01604300399566349,0.1116938788173249,0.09744835767927751
43,whole_reverse_vs_independent,heldout_72,edge,after,0.9781835393711904,0.060821008585386145,0.1839657058765267,0.18990757487161666
43,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9637436917693638,0.21511112145232544,0.2110083010210686,0.43057128215501816
43,whole_reverse_vs_independent,full_K,edge,after,0.9729832844049433,0.08218615013918905,0.19108180961609936,0.26065280912983135
43,author_L4_forward_vs_reverse,input_128,edge,after,0.9999889223672669,2.2155142752017798e-05,0.006007295213770634,0.0033408193466115577
43,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9947234479258084,0.010547580391682678,0.11452455810216779,0.0667382354012821
43,author_L4_forward_vs_reverse,heldout_72,edge,after,0.980524327837177,0.03888635315107379,0.19070613189461422,0.12812462665509872
43,author_L4_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9726592887951915,0.062360700564051755,0.20012319382048183,0.19660368952635285
43,author_L4_forward_vs_reverse,full_K,edge,after,0.9852198581356402,0.030518582072676624,0.182526540894213,0.13279970847670322
43,author_L4_forward_vs_independent,input_128,edge,after,0.9999450822696155,0.00010983244481146547,0.020008653575980948,0.00674759238280187
43,author_L4_forward_vs_independent,embedded_200,edge,after,0.9923648276324095,0.016289874541336697,0.11266917866085174,0.09729022561426251
43,author_L4_forward_vs_independent,heldout_72,edge,after,0.9763216009510173,0.059853200997661546,0.1858772163481389,0.18662132545665516
43,author_L4_forward_vs_independent,extrapolated_outside_200,edge,after,0.9598849399166016,0.13028014183722414,0.25620249559650043,0.2702826356425832
43,author_L4_forward_vs_independent,full_K,edge,after,0.9760035312659013,0.06022661898385979,0.22891783464254994,0.1843221909383625
43,author_L4_reverse_vs_independent,input_128,edge,after,0.9999345810339302,0.0001308336524986589,0.021356550054437193,0.007403474501618417
43,author_L4_reverse_vs_independent,embedded_200,edge,after,0.9926573446305714,0.01604300399566349,0.1116938788173249,0.09744835767927751
43,author_L4_reverse_vs_independent,heldout_72,edge,after,0.9781835393711904,0.060821008585386145,0.1839657058765267,0.18990757487161666
43,author_L4_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9637436917693638,0.21511112145232544,0.2110083010210686,0.43057128215501816
43,author_L4_reverse_vs_independent,full_K,edge,after,0.9729832844049433,0.08218615013918905,0.19108180961609936,0.26065280912983135
44,wrapper_individual_vs_direct_independent,input_128,edge,after,1.0,0.0,1.8211761105330726e-17,0.0
44,wrapper_individual_vs_direct_independent,embedded_200,edge,after,1.0,0.0,1.7161833907745826e-17,0.0
44,wrapper_individual_vs_direct_independent,heldout_72,edge,after,1.0000000000000002,0.0,1.5116296195402164e-17,0.0
44,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,1.0,0.0,1.6073286572114848e-17,0.0
44,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,0.0,1.635221824986626e-17,0.0
44,whole_forward_vs_reverse,input_128,edge,after,0.9999912060045166,1.758791363225428e-05,0.006833055104859761,0.0028498328005665016
44,whole_forward_vs_reverse,embedded_200,edge,after,0.9963612577740688,0.007278334402738293,0.13650803872078332,0.062192529608591486
44,whole_forward_vs_reverse,heldout_72,edge,after,0.9819583432240343,0.03610609561995608,0.22733090556177135,0.1385375571353746
44,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9734789837120527,0.06631624649598844,0.4820263512468814,0.18285675582950556
44,whole_forward_vs_reverse,full_K,edge,after,0.99004021113702,0.0208176234255933,0.4229901460213171,0.10319379391811172
44,whole_forward_vs_independent,input_128,edge,after,0.99994518906039,0.00010961887498054277,0.019161977520234068,0.007350018281897142
44,whole_forward_vs_independent,embedded_200,edge,after,0.988946930596496,0.023067659904181935,0.25007531071763855,0.1067126932288949
44,whole_forward_vs_independent,heldout_72,edge,after,0.9533085135870663,0.11421929641950562,0.416008363116164,0.23745726121034313
44,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.9322137826969109,0.3428776039027679,0.610197081327337,0.511959770836764
44,whole_forward_vs_independent,full_K,edge,after,0.9630294465796146,0.09641034955317755,0.5430375436403374,0.2624588479693325
